logistica_brl,desconto_brl,lote_id,indice_qualidade_1a10,perda_processamento_pct,id_pedido
488.21,64.84,POLPA-202508-7051,7.0,2.32,Polpa congelada_Agosto_366
910.63,372.82,POLPA-202508-8357,8.0,2.07,Polpa congelada_Agosto_367
1052.54,431.81,POLPA-202508-9765,9.0,2.17,Polpa congelada_Agosto_368
516.84,102.82,POLPA-202508-2966,7.0,1.31,Polpa congelada_Agosto_369
1139.53,375.45,POLPA-202508-7246,8.0,1.46,Polpa congelada_Agosto_370
1701.6,54.62,POLPA-202508-8163,7.0,0.3,Polpa congelada_Agosto_371
420.17,35.59,POLPA-202508-5899,8.0,0.88,Polpa congelada_Agosto_372
766.8,361.98,POLPA-202508-6580,8.0,1.81,Polpa congelada_Agosto_373
300.83,143.22,POLPA-202508-2567,7.0,2.08,Polpa congelada_Agosto_374
441.77,89.14,POLPA-202508-2418,9.0,0.85,Polpa congelada_Agosto_375
1252.14,20.05,POLPA-202508-4886,9.0,1.68,Polpa congelada_Agosto_376
1019.95,740.99,POLPA-202508-4338,8.0,1.09,Polpa congelada_Agosto_377
1402.04,436.68,POLPA-202508-8314,8.0,3.1,Polpa congelada_Agosto_378
506.64,24.85,POLPA-202508-2591,8.387342513917375,0.51,Polpa congelada_Agosto_379
1486.75,551.38,POLPA-202508-5452,9.0,2.67,Polpa congelada_Agosto_380
570.97,238.02,POLPA-202508-4995,10.0,1.33,Polpa congelada_Agosto_381
889.19,235.92,POLPA-202508-8356,9.0,1.26,Polpa congelada_Agosto_382
324.64,76.33,POLPA-202508-3919,8.0,3.96,Polpa congelada_Agosto_383
441.97,21.43,POLPA-202508-7317,9.0,0.93,Polpa congelada_Agosto_384
746.47,37.67,POLPA-202508-3573,8.0,0.3,Polpa congelada_Agosto_385
140.86,17.1,POLPA-202508-4338,8.387342513917375,2.76,Polpa congelada_Agosto_386
430.07,10.53,POLPA-202508-8463,8.0,2.98,Polpa congelada_Agosto_387
690.6,146.77,POLPA-202508-3532,9.0,2.34,Polpa congelada_Agosto_388
348.28,164.02,POLPA-202508-5535,6.0,2.64,Polpa congelada_Agosto_389
1908.48,35.3,POLPA-202508-7138,8.0,3.64,Polpa congelada_Agosto_390
171.08,21.18,POLPA-202508-5093,8.0,0.61,Polpa congelada_Agosto_391
220.93,96.74,POLPA-202508-6726,8.0,1.29,Polpa congelada_Agosto_392
276.49,222.48,POLPA-202508-5540,7.0,1.15,Polpa congelada_Agosto_393
219.96,52.87,POLPA-202508-7216,9.0,1.7,Polpa congelada_Agosto_394
431.25,311.71,POLPA-202508-5518,10.0,4.42,Polpa congelada_Agosto_395
132.23,144.94,POLPA-202508-5074,8.0,1.82,Polpa congelada_Agosto_396
600.11,225.18,POLPA-202508-2949,9.0,2.09,Polpa congelada_Agosto_397
578.7460611353711,297.56,POLPA-202508-1931,7.0,3.14,Polpa congelada_Agosto_398
224.34,14.62,POLPA-202508-5797,8.0,2.67,Polpa congelada_Agosto_399
2109.14,882.44,POLPA-202508-9101,8.0,1.79,Polpa congelada_Agosto_400
179.48,118.46,POLPA-202508-1482,7.0,1.34,Polpa congelada_Agosto_401
489.65,202.43,POLPA-202508-2322,8.0,2.09,Polpa congelada_Agosto_402
610.62,27.76,POLPA-202508-8051,9.0,2.29,Polpa congelada_Agosto_403
101.1,34.55,POLPA-202508-9308,9.0,3.59,Polpa congelada_Agosto_404
253.18,110.32,POLPA-202508-3123,9.0,2.44,Polpa congelada_Agosto_405
276.21,79.28,POLPA-202508-6420,9.0,3.63,Polpa congelada_Agosto_406
370.08,58.24,POLPA-202508-9339,8.0,1.8,Polpa congelada_Agosto_407
743.33,165.6,POLPA-202508-1361,7.0,1.09,Polpa congelada_Agosto_408
688.02,130.64,POLPA-202508-3699,7.0,1.25,Polpa congelada_Agosto_409
377.25,209.6,POLPA-202508-9242,8.0,1.63,Polpa congelada_Agosto_410
969.87,101.6,POLPA-202508-8039,9.0,0.3,Polpa congelada_Agosto_411
595.61,105.74,POLPA-202508-2522,10.0,2.44,Polpa congelada_Agosto_412
578.7460611353711,182.41,POLPA-202508-9877,7.0,0.47,Polpa congelada_Agosto_413
146.56,75.52,POLPA-202508-9292,7.0,1.08,Polpa congelada_Agosto_414
859.3,196.34738686131388,POLPA-202508-9792,9.0,2.34,Polpa congelada_Agosto_415
171.84,166.36,POLPA-202508-5403,8.0,2.25,Polpa congelada_Agosto_416
288.36,208.17,POLPA-202508-9309,7.0,0.75,Polpa congelada_Agosto_417
319.49,126.15,POLPA-202508-5666,9.0,1.53,Polpa congelada_Agosto_418
457.42,87.13,POLPA-202508-7300,10.0,2.57,Polpa congelada_Agosto_419
462.16,107.35,POLPA-202508-3794,8.0,0.3,Polpa congelada_Agosto_420
185.85,83.35,POLPA-202508-4362,8.0,2.69,Polpa congelada_Agosto_421
524.44,120.99,POLPA-202508-8881,7.0,2.58,Polpa congelada_Agosto_422
1751.4,421.55,POLPA-202508-8199,9.0,1.39,Polpa congelada_Agosto_423
619.27,186.98,POLPA-202508-1943,9.0,1.45,Polpa congelada_Agosto_424
284.5,156.88,POLPA-202508-6664,8.0,1.35,Polpa congelada_Agosto_425
731.78,146.15,POLPA-202508-4261,8.0,2.71,Polpa congelada_Agosto_426
477.25,241.03,POLPA-202508-4791,8.0,1.84,Polpa congelada_Agosto_427
250.82,145.34,POLPA-202508-4371,7.0,1.86,Polpa congelada_Agosto_428
887.78,473.76,POLPA-202508-8824,8.0,3.33,Polpa congelada_Agosto_429
277.09,384.65,POLPA-202508-7329,9.0,1.86,Polpa congelada_Agosto_430
345.72,162.75,POLPA-202508-7872,7.0,1.52,Polpa congelada_Agosto_431
172.85,159.59,POLPA-202508-6941,9.0,2.5,Polpa congelada_Agosto_432
389.65,219.91,POLPA-202508-7281,9.0,0.99,Polpa congelada_Agosto_433
243.54,37.29,POLPA-202508-5282,6.0,1.99,Polpa congelada_Agosto_434
335.42,246.83,POLPA-202508-7891,9.0,2.62,Polpa congelada_Agosto_435
556.7,272.04,POLPA-202508-2954,7.0,2.29,Polpa congelada_Agosto_436
1654.32,171.39,POLPA-202508-9015,9.0,1.74,Polpa congelada_Agosto_437
732.56,164.39,POLPA-202508-5560,8.0,2.74,Polpa congelada_Agosto_438
470.17,219.8,POLPA-202508-7396,9.0,2.43,Polpa congelada_Agosto_439
668.54,375.43,POLPA-202508-9054,7.0,1.94,Polpa congelada_Agosto_440
737.13,30.04,POLPA-202508-2290,8.387342513917375,1.28,Polpa congelada_Agosto_441
489.69,49.14,POLPA-202508-6912,8.0,0.89,Polpa congelada_Agosto_442
149.46,22.66,POLPA-202508-1511,9.0,2.38,Polpa congelada_Agosto_443
113.19,196.34738686131388,POLPA-202508-6211,9.0,0.3,Polpa congelada_Agosto_444
290.72,146.89,POLPA-202508-6356,7.0,2.44,Polpa congelada_Agosto_445
420.37,508.36,POLPA-202508-3743,9.0,2.48,Polpa congelada_Agosto_446
346.14,202.98,POLPA-202508-8349,8.0,1.16,Polpa congelada_Agosto_447
336.02,182.91,POLPA-202508-5920,7.0,0.98,Polpa congelada_Agosto_448
519.97,285.19,POLPA-202508-6087,9.0,2.33,Polpa congelada_Agosto_449
639.22,196.34738686131388,POLPA-202508-2669,10.0,1.83,Polpa congelada_Agosto_450
169.37,18.54,POLPA-202508-1771,10.0,1.73,Polpa congelada_Agosto_451
189.64,76.86,POLPA-202508-8476,8.0,1.93,Polpa congelada_Agosto_452
1019.5,483.83,POLPA-202508-4866,8.0,2.25,Polpa congelada_Agosto_453
339.81,289.29,POLPA-202508-7723,8.0,2.73,Polpa congelada_Agosto_454
500.98,103.17,POLPA-202508-5528,8.387342513917375,2.31,Polpa congelada_Agosto_455
678.24,37.71,POLPA-202508-6325,7.0,1.23,Polpa congelada_Agosto_456
297.76,151.94,POLPA-202508-2422,7.0,3.15,Polpa congelada_Agosto_457
191.09,66.37,POLPA-202508-1939,9.0,1.46,Polpa congelada_Agosto_458
1246.7,30.0,POLPA-202508-5319,8.0,3.13,Polpa congelada_Agosto_459
108.62,196.34738686131388,POLPA-202508-5223,7.0,0.97,Polpa congelada_Agosto_460
188.9,100.91,POLPA-202508-2172,8.0,1.83,Polpa congelada_Agosto_461
1189.5,463.08,POLPA-202508-3556,9.0,1.54,Polpa congelada_Agosto_462
920.9,505.74,POLPA-202508-3413,7.0,1.74,Polpa congelada_Agosto_463
953.04,155.49,POLPA-202508-1470,7.0,2.26,Polpa congelada_Agosto_464
887.18,404.78,POLPA-202508-7449,7.0,1.58,Polpa congelada_Agosto_465
505.0,349.42,POLPA-202508-8784,7.0,1.91,Polpa congelada_Agosto_466
89.55,26.88,POLPA-202508-5924,7.0,0.67,Polpa congelada_Agosto_467
453.16,34.82,POLPA-202508-5305,9.0,1.89,Polpa congelada_Agosto_468
896.85,3.03,POLPA-202508-4594,8.0,2.8,Polpa congelada_Agosto_469
1151.98,297.58,POLPA-202508-7973,8.0,1.38,Polpa congelada_Agosto_470
944.18,234.55,POLPA-202508-1011,7.0,2.78,Polpa congelada_Agosto_471
434.31,262.77,POLPA-202508-8256,7.0,1.49,Polpa congelada_Agosto_472
98.25,93.97,POLPA-202508-2424,9.0,1.77,Polpa congelada_Agosto_473
913.6,809.48,POLPA-202508-2050,9.0,2.31,Polpa congelada_Agosto_474
677.82,166.93,POLPA-202508-8718,8.0,2.32,Polpa congelada_Agosto_475
1425.73,447.01,POLPA-202508-4624,7.0,1.6,Polpa congelada_Agosto_476
816.68,200.55,POLPA-202508-7918,9.0,1.91,Polpa congelada_Agosto_477
585.88,22.7,POLPA-202508-6583,9.0,3.04,Polpa congelada_Agosto_478
261.93,41.09,POLPA-202508-7152,8.0,1.32,Polpa congelada_Agosto_479
563.72,341.83,POLPA-202508-3987,8.387342513917375,2.47,Polpa congelada_Agosto_480
673.95,196.34738686131388,POLPA-202508-4991,8.0,1.14,Polpa congelada_Agosto_481
249.68,136.56,POLPA-202508-7775,9.0,2.38,Polpa congelada_Agosto_482
855.08,281.19,POLPA-202508-6526,8.0,3.17,Polpa congelada_Agosto_483
222.09,28.73,POLPA-202508-2775,6.0,1.83,Polpa congelada_Agosto_484
728.47,163.1,POLPA-202508-1280,9.0,2.41,Polpa congelada_Agosto_485
1008.25,317.59,POLPA-202508-7667,9.0,3.59,Polpa congelada_Agosto_486
2688.38,406.78,POLPA-202508-2655,8.0,0.3,Polpa congelada_Agosto_487
193.55,10.64,POLPA-202508-3277,6.0,0.51,Polpa congelada_Agosto_488
350.93,291.95,POLPA-202508-6162,8.0,1.73,Polpa congelada_Agosto_489
642.73,319.47,POLPA-202508-8336,8.0,0.57,Polpa congelada_Agosto_490
578.7460611353711,922.45,POLPA-202508-5900,8.0,1.39,Polpa congelada_Agosto_491
203.47,86.62,POLPA-202508-2156,9.0,3.0,Polpa congelada_Agosto_492
210.57,47.56,POLPA-202508-2774,9.0,2.5,Polpa congelada_Agosto_493
206.56,147.83,POLPA-202508-4154,9.0,0.42,Polpa congelada_Agosto_494
698.27,134.24,POLPA-202508-8907,10.0,2.19,Polpa congelada_Agosto_495
512.74,416.29,POLPA-202508-6822,7.0,2.68,Polpa congelada_Agosto_496
500.26,420.78,POLPA-202508-2917,9.0,2.19,Polpa congelada_Agosto_497
1323.37,384.75,POLPA-202508-3122,9.0,1.59,Polpa congelada_Agosto_498
1299.23,82.48,POLPA-202508-4259,7.0,2.84,Polpa congelada_Agosto_499
447.06,154.03,POLPA-202508-9311,9.0,3.44,Polpa congelada_Agosto_500
744.63,130.2,POLPA-202508-8262,8.0,0.57,Polpa congelada_Agosto_501
1459.12,115.32,POLPA-202508-4003,7.0,2.96,Polpa congelada_Agosto_502
249.29,82.98,POLPA-202508-6508,9.0,0.3,Polpa congelada_Agosto_503
768.16,578.43,POLPA-202508-5170,8.0,0.81,Polpa congelada_Agosto_504
539.59,135.08,POLPA-202508-8555,8.0,1.48,Polpa congelada_Agosto_505
1364.8,226.25,POLPA-202508-4236,7.0,1.23,Polpa congelada_Agosto_506
488.26,145.53,POLPA-202508-9334,9.0,0.91,Polpa congelada_Agosto_507
482.29,19.25,POLPA-202508-8879,8.0,3.12,Polpa congelada_Agosto_508
339.8,25.01,POLPA-202508-6932,7.0,1.36,Polpa congelada_Agosto_509
720.7,424.23,POLPA-202508-6734,9.0,2.51,Polpa congelada_Agosto_510
107.95,44.47,POLPA-202508-2803,10.0,2.06,Polpa congelada_Agosto_511
578.7460611353711,419.57,POLPA-202508-1256,9.0,1.38,Polpa congelada_Agosto_512
479.45,186.27,POLPA-202508-5707,7.0,0.54,Polpa congelada_Agosto_513
979.4,369.28,POLPA-202508-1099,8.0,1.53,Polpa congelada_Agosto_514
578.92,363.1,POLPA-202508-5181,8.0,2.69,Polpa congelada_Agosto_515
381.83,258.49,POLPA-202508-5170,8.0,1.77,Polpa congelada_Agosto_516
184.12,139.83,POLPA-202508-9968,8.0,1.6,Polpa congelada_Agosto_517
124.04,40.56,POLPA-202508-2073,10.0,1.88,Polpa congelada_Agosto_518
696.36,100.24,POLPA-202508-7870,8.0,2.28,Polpa congelada_Agosto_519
924.38,123.47,POLPA-202508-6413,10.0,2.47,Polpa congelada_Agosto_520
578.7460611353711,78.16,POLPA-202508-4713,8.0,3.23,Polpa congelada_Agosto_521
970.82,352.75,POLPA-202508-8168,8.0,1.2,Polpa congelada_Agosto_522
841.46,114.51,POLPA-202508-5114,8.0,1.44,Polpa congelada_Agosto_523
359.89,144.49,POLPA-202508-7862,6.0,1.79,Polpa congelada_Agosto_524
836.17,469.88,POLPA-202508-2684,8.0,0.4,Polpa congelada_Agosto_525
1035.85,315.0,POLPA-202508-6349,10.0,2.78,Polpa congelada_Agosto_526
891.54,123.01,POLPA-202508-4904,6.0,1.77,Polpa congelada_Agosto_527
1169.04,488.55,POLPA-202508-2865,10.0,0.95,Polpa congelada_Agosto_528
339.36,115.88,POLPA-202508-5102,8.0,1.51,Polpa congelada_Agosto_529
1150.29,539.75,POLPA-202508-3728,9.0,1.85,Polpa congelada_Agosto_530
811.54,173.95,POLPA-202508-7914,9.0,2.32,Polpa congelada_Agosto_531
1139.3,51.71,POLPA-202508-3524,9.0,2.32,Polpa congelada_Agosto_532
336.62,22.92,POLPA-202508-8019,9.0,2.32,Polpa congelada_Agosto_533
905.89,89.65,POLPA-202508-5064,7.0,2.27,Polpa congelada_Agosto_534
644.92,162.49,POLPA-202508-4389,7.0,2.05,Polpa congelada_Agosto_535
647.2,23.09,POLPA-202508-9181,10.0,1.73,Polpa congelada_Agosto_536
353.6,31.78,POLPA-202508-3239,8.0,2.25,Polpa congelada_Agosto_537
544.55,156.75,POLPA-202508-1410,7.0,2.13,Polpa congelada_Agosto_538
802.67,181.51,POLPA-202508-1169,8.0,1.18,Polpa congelada_Agosto_539
501.18,456.58,POLPA-202508-7688,7.0,0.3,Polpa congelada_Agosto_540
292.37,30.73,POLPA-202508-3491,8.0,0.78,Polpa congelada_Agosto_541
1472.79,178.07,POLPA-202508-9497,8.0,2.53,Polpa congelada_Agosto_542
337.14,122.23,POLPA-202508-8831,8.0,3.62,Polpa congelada_Agosto_543
252.22,95.04,POLPA-202508-6329,9.0,4.23,Polpa congelada_Agosto_544
714.83,230.22,POLPA-202508-7448,8.0,2.44,Polpa congelada_Agosto_545
338.08,183.02,POLPA-202508-3422,7.0,2.83,Polpa congelada_Agosto_546
731.24,485.42,POLPA-202508-5305,8.0,1.99,Polpa congelada_Agosto_547
385.11,286.05,POLPA-202508-5726,9.0,3.84,Polpa congelada_Agosto_548
294.08,195.15,POLPA-202508-9611,10.0,2.17,Polpa congelada_Agosto_549
112.42,14.44,POLPA-202508-4124,9.0,1.16,Polpa congelada_Agosto_550
644.5,383.73,POLPA-202508-8424,7.0,2.01,Polpa congelada_Agosto_551
689.55,167.1,POLPA-202508-6021,8.0,2.57,Polpa congelada_Agosto_552
938.03,296.99,POLPA-202508-6031,9.0,1.0,Polpa congelada_Agosto_553
235.07,106.88,POLPA-202508-8821,9.0,1.71,Polpa congelada_Agosto_554
532.38,766.63,POLPA-202508-5456,9.0,0.3,Polpa congelada_Agosto_555
1383.51,562.22,POLPA-202508-4399,9.0,3.13,Polpa congelada_Agosto_556
1756.83,296.27,POLPA-202508-8200,8.0,2.36,Polpa congelada_Agosto_557
160.44,118.87,POLPA-202508-2049,10.0,2.91,Polpa congelada_Agosto_558
937.75,809.8,POLPA-202508-1287,9.0,2.53,Polpa congelada_Agosto_559
505.95,204.43,POLPA-202508-3135,9.0,1.93,Polpa congelada_Agosto_560
578.7460611353711,561.07,POLPA-202508-5329,10.0,0.79,Polpa congelada_Agosto_561
1364.7,501.4,POLPA-202508-7580,8.0,2.1,Polpa congelada_Agosto_562
197.67,24.86,POLPA-202508-2132,8.0,3.06,Polpa congelada_Agosto_563
124.31,39.78,POLPA-202508-9421,8.0,3.05,Polpa congelada_Agosto_564
421.49,39.62,POLPA-202508-5342,7.0,0.3,Polpa congelada_Agosto_565
521.74,106.02,POLPA-202508-1152,8.0,0.98,Polpa congelada_Agosto_566
144.81,93.21,POLPA-202508-8718,10.0,1.88,Polpa congelada_Agosto_567
1470.71,285.06,POLPA-202508-5697,9.0,2.72,Polpa congelada_Agosto_568
632.29,64.82,POLPA-202508-1848,9.0,0.67,Polpa congelada_Agosto_569
1287.24,352.36,POLPA-202508-9139,9.0,0.5,Polpa congelada_Agosto_570
898.84,64.3,POLPA-202508-5353,8.0,0.45,Polpa congelada_Agosto_571
236.83,228.06,POLPA-202508-5113,7.0,0.95,Polpa congelada_Agosto_572
2346.29,72.88,POLPA-202508-3014,9.0,1.98,Polpa congelada_Agosto_573
172.75,2.86,POLPA-202508-6786,10.0,0.67,Polpa congelada_Agosto_574
55.47,23.06,POLPA-202508-9134,8.0,1.95,Polpa congelada_Agosto_575
314.31,74.77,POLPA-202508-6120,8.0,3.7,Polpa congelada_Agosto_576
327.96,63.97,POLPA-202508-3137,6.0,2.58,Polpa congelada_Agosto_577
946.81,704.99,POLPA-202508-7575,8.0,1.09,Polpa congelada_Agosto_578
175.91,5.57,POLPA-202508-4815,8.0,0.55,Polpa congelada_Agosto_579
516.87,266.65,POLPA-202508-8010,8.0,1.37,Polpa congelada_Agosto_580
927.76,319.01,POLPA-202508-9985,8.0,2.88,Polpa congelada_Agosto_581
137.32,25.06,POLPA-202508-7513,8.0,1.03,Polpa congelada_Agosto_582
692.56,246.06,POLPA-202508-3715,10.0,2.67,Polpa congelada_Agosto_583
165.58,77.19,POLPA-202508-9751,8.0,3.3,Polpa congelada_Agosto_584
382.29,134.23,POLPA-202508-9739,9.0,0.3,Polpa congelada_Agosto_585
617.46,221.1,POLPA-202508-4773,9.0,1.35,Polpa congelada_Agosto_586
1088.55,264.82,POLPA-202508-9892,9.0,1.96,Polpa congelada_Agosto_587
891.29,133.17,POLPA-202508-6027,10.0,1.77,Polpa congelada_Agosto_588
496.72,232.34,POLPA-202508-7652,7.0,1.62,Polpa congelada_Agosto_589
405.76,73.23,POLPA-202508-1701,9.0,0.87,Polpa congelada_Agosto_590
250.24,243.38,POLPA-202508-9276,8.387342513917375,2.52,Polpa congelada_Agosto_591
687.03,130.09,POLPA-202508-2047,9.0,2.83,Polpa congelada_Agosto_592
508.35,86.34,POLPA-202508-1140,9.0,1.06,Polpa congelada_Agosto_593
553.25,263.61,POLPA-202508-7640,7.0,2.18,Polpa congelada_Agosto_594
306.66,174.73,POLPA-202508-9512,10.0,0.54,Polpa congelada_Agosto_595
239.77,137.92,POLPA-202508-8443,8.387342513917375,1.14,Polpa congelada_Agosto_596
236.26,98.44,POLPA-202508-9107,9.0,2.31,Polpa congelada_Agosto_597
335.94,85.19,POLPA-202508-6977,8.0,0.95,Polpa congelada_Agosto_598
596.96,228.03,POLPA-202508-5930,9.0,2.56,Polpa congelada_Agosto_599
600.52,397.91,POLPA-202508-9661,10.0,2.8,Polpa congelada_Agosto_600
299.44,153.82,POLPA-202508-4519,8.0,3.36,Polpa congelada_Agosto_601
598.95,145.8,POLPA-202508-6581,8.0,0.3,Polpa congelada_Agosto_602
826.88,551.92,POLPA-202508-8964,10.0,1.79,Polpa congelada_Agosto_603
333.12,82.54,POLPA-202508-1886,10.0,3.98,Polpa congelada_Agosto_604
221.92,206.31,POLPA-202508-3746,8.0,2.04,Polpa congelada_Agosto_605
839.02,186.75,POLPA-202508-3353,8.0,0.47,Polpa congelada_Agosto_606
159.35,64.82,POLPA-202508-5881,7.0,0.3,Polpa congelada_Agosto_607
681.0,22.6,POLPA-202508-1307,8.0,2.65,Polpa congelada_Agosto_608
583.92,313.4,POLPA-202508-6695,8.0,2.56,Polpa congelada_Agosto_609
384.01,21.49,POLPA-202508-7039,8.0,2.22,Polpa congelada_Agosto_610
137.81,82.93,POLPA-202508-8877,8.0,1.19,Polpa congelada_Agosto_611
436.7,163.0,POLPA-202508-9639,8.0,2.12,Polpa congelada_Agosto_612
1364.16,274.16,POLPA-202508-6568,9.0,0.9,Polpa congelada_Agosto_613
1374.47,156.93,POLPA-202508-9668,8.0,2.77,Polpa congelada_Agosto_614
760.31,519.2,POLPA-202508-5035,10.0,0.3,Polpa congelada_Agosto_615
80.0,57.8,POLPA-202508-2352,10.0,0.55,Polpa congelada_Agosto_616
483.71,108.01,POLPA-202508-5525,8.0,1.77,Polpa congelada_Agosto_617
1178.02,753.23,POLPA-202508-7841,8.0,1.72,Polpa congelada_Agosto_618
298.34,208.73,POLPA-202508-7826,7.0,2.53,Polpa congelada_Agosto_619
1103.02,226.47,POLPA-202508-5778,9.0,2.46,Polpa congelada_Agosto_620
1774.57,471.57,POLPA-202508-3234,10.0,0.92,Polpa congelada_Agosto_621
1691.17,967.95,POLPA-202508-3314,10.0,1.97,Polpa congelada_Agosto_622
84.46,70.83,POLPA-202508-7484,8.0,2.2,Polpa congelada_Agosto_623
694.16,156.72,POLPA-202508-5705,7.0,2.22,Polpa congelada_Agosto_624
1578.33,254.38,POLPA-202508-2907,10.0,1.44,Polpa congelada_Agosto_625
1713.95,675.9,POLPA-202508-9269,10.0,0.54,Polpa congelada_Agosto_626
124.49,48.6,POLPA-202508-4091,9.0,1.93,Polpa congelada_Agosto_627
211.32,44.2,POLPA-202508-6182,7.0,1.37,Polpa congelada_Agosto_628
1028.96,397.65,POLPA-202508-1440,8.0,1.32,Polpa congelada_Agosto_629
1510.54,1281.86,POLPA-202508-6057,9.0,2.9,Polpa congelada_Agosto_630
238.02,135.35,POLPA-202508-5029,8.0,1.28,Polpa congelada_Agosto_631
375.95,144.4,POLPA-202508-8519,9.0,0.52,Polpa congelada_Agosto_632
536.09,140.94,POLPA-202508-7559,8.0,2.25,Polpa congelada_Agosto_633
2196.39,827.65,POLPA-202508-3744,7.0,1.74,Polpa congelada_Agosto_634
479.02,148.39,POLPA-202508-6165,8.0,0.3,Polpa congelada_Agosto_635
1491.94,276.41,POLPA-202508-4346,9.0,2.77,Polpa congelada_Agosto_636
1329.05,4.79,POLPA-202508-7074,9.0,2.35,Polpa congelada_Agosto_637
98.2,7.0,POLPA-202508-8012,8.0,3.63,Polpa congelada_Agosto_638
809.85,401.22,POLPA-202508-3815,9.0,1.66,Polpa congelada_Agosto_639
489.94,160.91,POLPA-202508-7198,9.0,2.58,Polpa congelada_Agosto_640
425.07,89.43,POLPA-202508-6558,8.0,4.03,Polpa congelada_Agosto_641
630.02,422.63,POLPA-202508-1444,9.0,2.39,Polpa congelada_Agosto_642
109.35,41.99,POLPA-202508-9506,8.0,2.09,Polpa congelada_Agosto_643
362.24,223.06,POLPA-202508-9389,10.0,1.92,Polpa congelada_Agosto_644
1010.66,230.46,POLPA-202508-2471,9.0,2.82,Polpa congelada_Agosto_645
512.63,604.86,POLPA-202508-4624,8.0,0.41,Polpa congelada_Agosto_646
227.81,118.41,POLPA-202508-7001,8.0,0.45,Polpa congelada_Agosto_647
946.71,87.94,POLPA-202508-4102,8.0,2.55,Polpa congelada_Agosto_648
829.9,98.15,POLPA-202508-8479,9.0,2.05,Polpa congelada_Agosto_649
855.47,137.92,POLPA-202508-4647,7.0,2.24,Polpa congelada_Agosto_650
688.47,126.23,POLPA-202508-5144,8.0,0.48,Polpa congelada_Agosto_651
1014.18,196.34738686131388,POLPA-202508-6156,9.0,2.25,Polpa congelada_Agosto_652
315.03,140.28,POLPA-202508-1965,10.0,2.51,Polpa congelada_Agosto_653
862.85,266.43,POLPA-202508-4994,9.0,2.17,Polpa congelada_Agosto_654
611.3,416.52,POLPA-202508-5376,9.0,1.1,Polpa congelada_Agosto_655
756.88,355.77,POLPA-202508-4893,9.0,2.43,Polpa congelada_Agosto_656
1007.51,241.27,POLPA-202508-9214,10.0,0.87,Polpa congelada_Agosto_657
181.87,133.96,POLPA-202508-1117,8.0,2.15,Polpa congelada_Agosto_658
705.62,262.08,POLPA-202508-8974,7.0,2.6,Polpa congelada_Agosto_659
369.18,27.41,POLPA-202508-1699,9.0,1.45,Polpa congelada_Agosto_660
129.43,21.06,POLPA-202508-9458,10.0,1.72,Polpa congelada_Agosto_661
671.19,237.18,POLPA-202508-1604,8.0,0.43,Polpa congelada_Agosto_662
446.44,25.79,POLPA-202508-3553,9.0,1.57,Polpa congelada_Agosto_663
172.91,0.11,POLPA-202508-8175,8.0,1.96,Polpa congelada_Agosto_664
363.94,244.41,POLPA-202508-6251,7.0,2.95,Polpa congelada_Agosto_665
492.12,102.76,POLPA-202508-5039,8.0,1.91,Polpa congelada_Agosto_666
421.36,156.79,POLPA-202508-3147,9.0,1.56,Polpa congelada_Agosto_667
212.25,173.87,POLPA-202508-4653,9.0,1.99,Polpa congelada_Agosto_668
793.83,160.82,POLPA-202508-3708,10.0,0.4,Polpa congelada_Agosto_669
115.73,44.63,POLPA-202508-6115,9.0,0.4,Polpa congelada_Agosto_670
841.04,70.9,POLPA-202508-2055,10.0,2.04,Polpa congelada_Agosto_671
751.55,98.71,POLPA-202508-1021,9.0,1.34,Polpa congelada_Agosto_672
746.75,583.85,POLPA-202508-2982,8.0,1.74,Polpa congelada_Agosto_673
234.13,13.84,POLPA-202508-2184,9.0,2.66,Polpa congelada_Agosto_674
340.17,356.62,POLPA-202508-1492,8.0,2.08,Polpa congelada_Agosto_675
217.41,24.59,POLPA-202508-4441,7.0,3.49,Polpa congelada_Agosto_676
642.86,139.99,POLPA-202508-8054,9.0,1.77,Polpa congelada_Agosto_677
66.05,17.64,POLPA-202508-9857,8.0,1.14,Polpa congelada_Agosto_678
653.49,142.18,POLPA-202508-3002,9.0,2.57,Polpa congelada_Agosto_679
286.71,153.6,POLPA-202508-4809,9.0,2.4,Polpa congelada_Agosto_680
578.7460611353711,558.72,POLPA-202508-4548,8.0,0.63,Polpa congelada_Agosto_681
129.95,26.24,POLPA-202508-4983,8.0,0.39,Polpa congelada_Agosto_682
80.94,30.49,POLPA-202508-8784,9.0,0.84,Polpa congelada_Agosto_683
377.21,125.18,POLPA-202508-1318,10.0,1.83,Polpa congelada_Agosto_684
1140.73,101.98,POLPA-202508-3933,8.0,0.93,Polpa congelada_Agosto_685
893.09,80.1,POLPA-202508-3961,7.0,1.57,Polpa congelada_Agosto_686
1304.75,197.05,POLPA-202508-4521,7.0,2.64,Polpa congelada_Agosto_687
469.29,35.03,POLPA-202508-2296,9.0,1.48,Polpa congelada_Agosto_688
574.33,108.85,POLPA-202508-4146,9.0,2.19,Polpa congelada_Agosto_689
1547.38,57.11,POLPA-202508-2463,8.0,1.42,Polpa congelada_Agosto_690
96.14,27.64,POLPA-202508-4638,10.0,2.97,Polpa congelada_Agosto_691
471.24,208.16,POLPA-202508-2472,8.0,2.29,Polpa congelada_Agosto_692
1152.15,256.86,POLPA-202508-6992,9.0,1.67,Polpa congelada_Agosto_693
166.76,28.71,POLPA-202508-1427,9.0,0.3,Polpa congelada_Agosto_694
