data_pedido,tipo_produto,mes_do_ano,mes_do_ano_num,canal,regiao_destino,cliente_segmento,quantidade_kg,preco_unitario_brl_kg,nps_0a10,id_pedido
2025-07-16,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,163.22,75.53,7.0,Manteiga de manga_Julho_295
2025-07-25,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,34.89,49.28,6.0,Manteiga de manga_Julho_296
2025-07-12,Manteiga de manga,Julho,7,Industria,Nordeste,Cosméticos,161.85,69.98,8.0,Manteiga de manga_Julho_297
2025-07-01,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Farmacêutico,26.27,108.2,8.0,Manteiga de manga_Julho_298
2025-07-30,Manteiga de manga,Julho,7,Exportacao,Exterior,,109.56,97.31,10.0,Manteiga de manga_Julho_299
2025-07-19,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Ingredientes,130.64,88.67,7.0,Manteiga de manga_Julho_300
2025-07-10,Manteiga de manga,Julho,7,Industria,Sul,,73.54,47.86,8.0,Manteiga de manga_Julho_301
2025-07-03,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,177.14,53.99,9.0,Manteiga de manga_Julho_302
2025-07-12,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,135.66,117.03,5.0,Manteiga de manga_Julho_303
2025-07-16,Manteiga de manga,Julho,7,Industria,Sudeste,,39.28,55.01,9.0,Manteiga de manga_Julho_304
2025-07-01,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Ingredientes,45.0,90.36,8.0,Manteiga de manga_Julho_305
2025-07-08,Manteiga de manga,Julho,7,Industria,Sul,Perfumaria,56.83,87.62,7.0,Manteiga de manga_Julho_306
2025-07-18,Manteiga de manga,Julho,7,Industria,Sudeste,Farmacêutico,146.07,48.5,9.0,Manteiga de manga_Julho_307
2025-07-27,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,69.25,58.63,7.0,Manteiga de manga_Julho_308
2025-07-04,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,18.82,92.01,8.0,Manteiga de manga_Julho_309
2025-07-31,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,128.37,87.0,8.0,Manteiga de manga_Julho_310
2025-07-05,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,30.08,73.89,8.0,Manteiga de manga_Julho_311
2025-07-12,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Farmacêutico,84.63,103.15,8.0,Manteiga de manga_Julho_312
2025-07-20,Manteiga de manga,Julho,7,Industria,Sudeste,,155.68,91.5,8.0,Manteiga de manga_Julho_313
2025-07-30,Manteiga de manga,Julho,7,Industria,Norte,Ingredientes,91.31,78.15,7.0,Manteiga de manga_Julho_314
2025-07-23,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,75.18,87.38,10.0,Manteiga de manga_Julho_315
2025-07-06,Manteiga de manga,Julho,7,Industria,Sul,Ingredientes,165.42,47.44,8.0,Manteiga de manga_Julho_316
2025-07-02,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,75.62,91.46,7.0,Manteiga de manga_Julho_317
2025-07-31,Manteiga de manga,Julho,7,Industria,Sul,Ingredientes,138.87,116.79,9.0,Manteiga de manga_Julho_318
2025-07-24,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,139.52,77.92,9.0,Manteiga de manga_Julho_319
2025-07-01,Manteiga de manga,Julho,7,Distribuidor,Norte,Cosméticos,114.78,61.19,9.0,Manteiga de manga_Julho_320
2025-07-31,Manteiga de manga,Julho,7,Industria,Sul,Perfumaria,62.34,72.57,7.0,Manteiga de manga_Julho_321
2025-07-08,Manteiga de manga,Julho,7,Industria,Nordeste,Sabonetes,65.59,91.39,8.0,Manteiga de manga_Julho_322
2025-07-13,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,65.35,103.25,6.0,Manteiga de manga_Julho_323
2025-07-09,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,30.77,49.47,7.0,Manteiga de manga_Julho_324
2025-07-16,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Perfumaria,123.06,46.27,6.0,Manteiga de manga_Julho_325
2025-07-20,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Perfumaria,212.2,46.78,,Manteiga de manga_Julho_326
2025-07-13,Manteiga de manga,Julho,7,Industria,Sudeste,Farmacêutico,18.97,53.83,6.0,Manteiga de manga_Julho_327
2025-07-19,Manteiga de manga,Julho,7,Industria,Norte,Perfumaria,26.6,88.23,9.0,Manteiga de manga_Julho_328
2025-07-28,Manteiga de manga,Julho,7,Distribuidor,Sul,Cosméticos,101.46,50.5,9.0,Manteiga de manga_Julho_329
2025-07-06,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,128.22,97.82,10.0,Manteiga de manga_Julho_330
2025-07-19,Manteiga de manga,Julho,7,Industria,Nordeste,Ingredientes,93.86,116.61,10.0,Manteiga de manga_Julho_331
2025-07-02,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,149.83,78.31,7.0,Manteiga de manga_Julho_332
2025-07-28,Manteiga de manga,Julho,7,Industria,Sudeste,Farmacêutico,73.27,60.14,9.0,Manteiga de manga_Julho_333
2025-07-28,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Perfumaria,144.22,113.05,9.0,Manteiga de manga_Julho_334
2025-07-28,Manteiga de manga,Julho,7,Exportacao,Exterior,Ingredientes,46.56,103.15,7.0,Manteiga de manga_Julho_335
2025-07-17,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,100.48,87.13,9.0,Manteiga de manga_Julho_336
2025-07-27,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Farmacêutico,146.81,100.33,9.0,Manteiga de manga_Julho_337
2025-07-17,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Farmacêutico,62.6,118.94,7.0,Manteiga de manga_Julho_338
2025-07-06,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,159.89,80.58,8.0,Manteiga de manga_Julho_339
2025-07-22,Manteiga de manga,Julho,7,Exportacao,Exterior,Cosméticos,112.24,60.05,10.0,Manteiga de manga_Julho_340
2025-07-08,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,75.27,48.83,9.0,Manteiga de manga_Julho_341
2025-07-15,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Ingredientes,41.26,115.8,,Manteiga de manga_Julho_342
2025-07-08,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,82.02,94.8,5.0,Manteiga de manga_Julho_343
2025-07-05,Manteiga de manga,Julho,7,Distribuidor,Sul,Cosméticos,22.36,91.69,6.0,Manteiga de manga_Julho_344
2025-07-19,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,137.28,111.74,8.0,Manteiga de manga_Julho_345
2025-07-27,Manteiga de manga,Julho,7,Industria,Nordeste,Perfumaria,68.32,62.62,7.0,Manteiga de manga_Julho_346
2025-07-02,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,26.44,68.3,7.0,Manteiga de manga_Julho_347
2025-07-20,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,93.84,53.13,7.0,Manteiga de manga_Julho_348
2025-07-10,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,107.1,54.3,8.0,Manteiga de manga_Julho_349
2025-07-30,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,43.45,106.23,9.0,Manteiga de manga_Julho_350
2025-07-28,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,111.67,51.87,7.0,Manteiga de manga_Julho_351
2025-07-12,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,210.79,62.69,7.0,Manteiga de manga_Julho_352
2025-07-18,Manteiga de manga,Julho,7,Distribuidor,Nordeste,Farmacêutico,59.47,68.73,10.0,Manteiga de manga_Julho_353
2025-07-15,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Sabonetes,89.44,72.2,7.0,Manteiga de manga_Julho_354
2025-07-03,Manteiga de manga,Julho,7,Distribuidor,Nordeste,Perfumaria,61.61,82.31,6.0,Manteiga de manga_Julho_355
2025-07-16,Manteiga de manga,Julho,7,Industria,Sul,Sabonetes,24.38,59.29,8.0,Manteiga de manga_Julho_356
2025-07-24,Manteiga de manga,Julho,7,Distribuidor,Norte,Farmacêutico,155.7,84.07,10.0,Manteiga de manga_Julho_357
2025-07-05,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,78.56,48.0,7.0,Manteiga de manga_Julho_358
2025-07-01,Manteiga de manga,Julho,7,Industria,Sudeste,Farmacêutico,34.14,58.28,7.0,Manteiga de manga_Julho_359
2025-07-27,Manteiga de manga,Julho,7,Industria,Sul,Ingredientes,15.92,114.34,9.0,Manteiga de manga_Julho_360
2025-07-15,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,79.1,109.02,9.0,Manteiga de manga_Julho_361
2025-07-04,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,123.23,80.95,8.0,Manteiga de manga_Julho_362
2025-07-13,Manteiga de manga,Julho,7,Industria,Sul,Ingredientes,198.01,63.32,8.0,Manteiga de manga_Julho_363
2025-07-22,Manteiga de manga,Julho,7,Distribuidor,Nordeste,Sabonetes,129.31,117.91,7.0,Manteiga de manga_Julho_364
2025-07-18,Manteiga de manga,Julho,7,Industria,Sul,Ingredientes,55.23,85.28,7.0,Manteiga de manga_Julho_365
2025-07-07,Manteiga de manga,Julho,7,Industria,Norte,Sabonetes,153.11,79.0,6.0,Manteiga de manga_Julho_366
2025-07-26,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,195.26,49.9,9.0,Manteiga de manga_Julho_367
2025-07-15,Manteiga de manga,Julho,7,Industria,Nordeste,Cosméticos,105.38,58.51,9.0,Manteiga de manga_Julho_368
2025-07-01,Manteiga de manga,Julho,7,Industria,Norte,Farmacêutico,62.14,92.29,7.0,Manteiga de manga_Julho_369
2025-07-11,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,49.14,55.6,7.0,Manteiga de manga_Julho_370
2025-07-05,Manteiga de manga,Julho,7,Distribuidor,Sul,Ingredientes,61.17,49.61,9.0,Manteiga de manga_Julho_371
2025-07-20,Manteiga de manga,Julho,7,Distribuidor,Sul,Perfumaria,158.38,51.23,9.0,Manteiga de manga_Julho_372
2025-07-24,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,66.22,111.66,10.0,Manteiga de manga_Julho_373
2025-07-15,Manteiga de manga,Julho,7,Industria,Norte,Cosméticos,151.74,53.06,7.0,Manteiga de manga_Julho_374
2025-07-11,Manteiga de manga,Julho,7,Distribuidor,Sul,Cosméticos,157.89,46.66,9.0,Manteiga de manga_Julho_375
2025-07-11,Manteiga de manga,Julho,7,Industria,Nordeste,Ingredientes,92.92,59.37,8.0,Manteiga de manga_Julho_376
2025-07-02,Manteiga de manga,Julho,7,Exportacao,Exterior,Cosméticos,59.2,52.6,8.0,Manteiga de manga_Julho_377
2025-07-16,Manteiga de manga,Julho,7,Industria,Nordeste,Perfumaria,22.54,72.17,6.0,Manteiga de manga_Julho_378
2025-07-20,Manteiga de manga,Julho,7,Industria,Nordeste,Perfumaria,34.72,61.04,9.0,Manteiga de manga_Julho_379
2025-07-27,Manteiga de manga,Julho,7,Industria,Norte,Farmacêutico,172.39,81.24,9.0,Manteiga de manga_Julho_380
2025-07-15,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,131.74,81.27,9.0,Manteiga de manga_Julho_381
2025-07-07,Manteiga de manga,Julho,7,Industria,Nordeste,Cosméticos,118.34,71.32,7.0,Manteiga de manga_Julho_382
2025-07-23,Manteiga de manga,Julho,7,Exportacao,Exterior,Ingredientes,89.3,129.75,10.0,Manteiga de manga_Julho_383
2025-07-02,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,11.84,52.79,8.0,Manteiga de manga_Julho_384
2025-07-16,Manteiga de manga,Julho,7,Industria,Nordeste,Sabonetes,147.0,96.32,7.0,Manteiga de manga_Julho_385
2025-07-20,Manteiga de manga,Julho,7,Industria,Nordeste,Ingredientes,105.57,114.44,6.0,Manteiga de manga_Julho_386
2025-07-25,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,37.47,58.26,8.0,Manteiga de manga_Julho_387
2025-07-10,Manteiga de manga,Julho,7,Industria,Nordeste,Perfumaria,99.3,82.41,9.0,Manteiga de manga_Julho_388
2025-07-07,Manteiga de manga,Julho,7,Distribuidor,Sudeste,,45.1,55.19,8.0,Manteiga de manga_Julho_389
2025-07-24,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,91.43,84.36,8.0,Manteiga de manga_Julho_390
2025-07-24,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,140.19,82.27,9.0,Manteiga de manga_Julho_391
2025-07-11,Manteiga de manga,Julho,7,Industria,Sul,Perfumaria,85.51,94.85,8.0,Manteiga de manga_Julho_392
2025-07-17,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,89.74,99.49,7.0,Manteiga de manga_Julho_393
2025-07-21,Manteiga de manga,Julho,7,Industria,Sul,Perfumaria,69.48,110.38,6.0,Manteiga de manga_Julho_394
2025-07-24,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Farmacêutico,146.86,103.16,8.0,Manteiga de manga_Julho_395
2025-07-07,Manteiga de manga,Julho,7,Exportacao,Exterior,Sabonetes,189.74,77.7,8.0,Manteiga de manga_Julho_396
2025-07-16,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,214.73,82.19,8.0,Manteiga de manga_Julho_397
2025-07-17,Manteiga de manga,Julho,7,Industria,Sul,Sabonetes,54.66,74.36,9.0,Manteiga de manga_Julho_398
2025-07-22,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Sabonetes,10.18,74.6,9.0,Manteiga de manga_Julho_399
2025-07-27,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Cosméticos,124.29,113.4,6.0,Manteiga de manga_Julho_400
2025-07-19,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Cosméticos,126.25,111.55,7.0,Manteiga de manga_Julho_401
2025-07-30,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,69.33,90.47,8.0,Manteiga de manga_Julho_402
2025-07-28,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,41.19,81.0,6.0,Manteiga de manga_Julho_403
2025-07-10,Manteiga de manga,Julho,7,Industria,Nordeste,Perfumaria,51.76,45.68,7.0,Manteiga de manga_Julho_404
2025-07-03,Manteiga de manga,Julho,7,Distribuidor,Sul,Sabonetes,52.31,48.15,7.0,Manteiga de manga_Julho_405
2025-07-18,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,84.62,46.91,8.0,Manteiga de manga_Julho_406
2025-07-20,Manteiga de manga,Julho,7,Exportacao,Exterior,Farmacêutico,108.83,104.53,10.0,Manteiga de manga_Julho_407
2025-07-19,Manteiga de manga,Julho,7,Industria,Nordeste,Cosméticos,59.86,61.99,8.0,Manteiga de manga_Julho_408
2025-07-03,Manteiga de manga,Julho,7,Exportacao,Exterior,Ingredientes,198.6,123.63,7.0,Manteiga de manga_Julho_409
2025-07-16,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Farmacêutico,130.19,110.8,8.0,Manteiga de manga_Julho_410
2025-07-28,Manteiga de manga,Julho,7,Exportacao,Exterior,Cosméticos,70.95,90.56,9.0,Manteiga de manga_Julho_411
2025-07-21,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,72.68,104.99,9.0,Manteiga de manga_Julho_412
2025-07-22,Manteiga de manga,Julho,7,Exportacao,Exterior,Ingredientes,102.27,87.88,6.0,Manteiga de manga_Julho_413
2025-07-04,Manteiga de manga,Julho,7,Industria,Norte,Sabonetes,33.44,47.66,9.0,Manteiga de manga_Julho_414
2025-07-03,Manteiga de manga,Julho,7,Industria,Nordeste,Cosméticos,26.12,60.66,7.0,Manteiga de manga_Julho_415
2025-07-23,Manteiga de manga,Julho,7,Distribuidor,Sul,Sabonetes,64.02,45.88,9.0,Manteiga de manga_Julho_416
2025-07-16,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,35.89,64.14,10.0,Manteiga de manga_Julho_417
2025-07-26,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,110.05,112.45,7.0,Manteiga de manga_Julho_418
2025-07-26,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,48.67,117.33,10.0,Manteiga de manga_Julho_419
2025-07-02,Manteiga de manga,Julho,7,Industria,Nordeste,Sabonetes,155.73,92.35,6.0,Manteiga de manga_Julho_420
2025-07-01,Manteiga de manga,Julho,7,Industria,Norte,Cosméticos,39.12,81.22,7.0,Manteiga de manga_Julho_421
2025-07-05,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,57.6,115.58,10.0,Manteiga de manga_Julho_422
2025-07-21,Manteiga de manga,Julho,7,Industria,Sul,Ingredientes,61.37,72.66,7.0,Manteiga de manga_Julho_423
2025-07-10,Manteiga de manga,Julho,7,Industria,Norte,Perfumaria,150.73,73.5,6.0,Manteiga de manga_Julho_424
2025-07-26,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Sabonetes,51.66,49.1,9.0,Manteiga de manga_Julho_425
2025-07-30,Manteiga de manga,Julho,7,Distribuidor,Centro-Oeste,Farmacêutico,82.65,81.05,8.0,Manteiga de manga_Julho_426
2025-07-07,Manteiga de manga,Julho,7,Distribuidor,Nordeste,Farmacêutico,128.99,48.52,8.0,Manteiga de manga_Julho_427
2025-07-19,Manteiga de manga,Julho,7,Exportacao,Exterior,Perfumaria,109.68,63.36,8.0,Manteiga de manga_Julho_428
2025-07-11,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,133.06,107.31,6.0,Manteiga de manga_Julho_429
2025-07-30,Manteiga de manga,Julho,7,Industria,Sul,Perfumaria,147.09,58.52,7.0,Manteiga de manga_Julho_430
2025-07-04,Manteiga de manga,Julho,7,Industria,Sudeste,Farmacêutico,85.08,92.35,7.0,Manteiga de manga_Julho_431
2025-07-15,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,82.69,89.19,7.0,Manteiga de manga_Julho_432
2025-07-13,Manteiga de manga,Julho,7,Distribuidor,Nordeste,Cosméticos,59.24,62.87,10.0,Manteiga de manga_Julho_433
2025-07-06,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,153.06,104.91,8.0,Manteiga de manga_Julho_434
2025-07-07,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,125.41,84.19,6.0,Manteiga de manga_Julho_435
2025-07-28,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Cosméticos,124.86,96.87,8.0,Manteiga de manga_Julho_436
2025-07-06,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Sabonetes,93.89,101.33,9.0,Manteiga de manga_Julho_437
2025-07-14,Manteiga de manga,Julho,7,Exportacao,Exterior,Perfumaria,202.59,112.64,8.0,Manteiga de manga_Julho_438
2025-07-06,Manteiga de manga,Julho,7,Exportacao,Exterior,Ingredientes,14.1,104.86,8.0,Manteiga de manga_Julho_439
2025-07-13,Manteiga de manga,Julho,7,Exportacao,Exterior,Farmacêutico,123.23,79.33,9.0,Manteiga de manga_Julho_440
2025-07-03,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,46.82,80.6,9.0,Manteiga de manga_Julho_441
2025-07-13,Manteiga de manga,Julho,7,Industria,Nordeste,Cosméticos,161.75,84.61,10.0,Manteiga de manga_Julho_442
2025-07-23,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,67.79,86.47,9.0,Manteiga de manga_Julho_443
2025-07-25,Manteiga de manga,Julho,7,Exportacao,Exterior,,24.79,84.41,10.0,Manteiga de manga_Julho_444
2025-07-23,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,76.14,99.91,7.0,Manteiga de manga_Julho_445
2025-07-01,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,171.14,78.59,8.0,Manteiga de manga_Julho_446
2025-07-30,Manteiga de manga,Julho,7,Distribuidor,Norte,Cosméticos,57.68,110.13,8.0,Manteiga de manga_Julho_447
2025-07-13,Manteiga de manga,Julho,7,Exportacao,Exterior,Sabonetes,135.31,53.66,9.0,Manteiga de manga_Julho_448
2025-07-03,Manteiga de manga,Julho,7,Exportacao,Exterior,Cosméticos,131.3,93.09,7.0,Manteiga de manga_Julho_449
2025-07-02,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,24.28,49.57,6.0,Manteiga de manga_Julho_450
2025-07-06,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,42.07,50.27,7.0,Manteiga de manga_Julho_451
2025-07-03,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,182.47,111.56,10.0,Manteiga de manga_Julho_452
2025-07-04,Manteiga de manga,Julho,7,Exportacao,Exterior,Ingredientes,122.83,79.53,10.0,Manteiga de manga_Julho_453
2025-07-03,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,27.71,68.91,6.0,Manteiga de manga_Julho_454
2025-07-28,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,164.57,110.23,6.0,Manteiga de manga_Julho_455
2025-07-01,Manteiga de manga,Julho,7,Distribuidor,Centro-Oeste,Farmacêutico,31.58,104.94,8.0,Manteiga de manga_Julho_456
2025-07-02,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,121.06,111.95,8.0,Manteiga de manga_Julho_457
2025-07-18,Manteiga de manga,Julho,7,Distribuidor,Nordeste,Cosméticos,29.33,90.34,9.0,Manteiga de manga_Julho_458
2025-07-24,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,191.2,100.9,6.0,Manteiga de manga_Julho_459
2025-07-30,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,74.92,45.12,9.0,Manteiga de manga_Julho_460
2025-07-14,Manteiga de manga,Julho,7,Exportacao,Exterior,Farmacêutico,27.88,94.01,8.0,Manteiga de manga_Julho_461
2025-07-01,Manteiga de manga,Julho,7,Industria,Nordeste,Cosméticos,70.22,70.28,6.0,Manteiga de manga_Julho_462
2025-07-22,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,97.16,65.39,6.0,Manteiga de manga_Julho_463
2025-07-03,Manteiga de manga,Julho,7,Industria,Norte,Cosméticos,34.69,74.68,9.0,Manteiga de manga_Julho_464
2025-07-03,Manteiga de manga,Julho,7,Industria,Sul,Sabonetes,82.64,59.7,7.0,Manteiga de manga_Julho_465
2025-07-16,Manteiga de manga,Julho,7,Industria,Norte,Perfumaria,159.59,77.71,9.0,Manteiga de manga_Julho_466
2025-07-24,Manteiga de manga,Julho,7,Exportacao,Exterior,Cosméticos,178.01,106.79,10.0,Manteiga de manga_Julho_467
2025-07-30,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,61.16,70.7,8.0,Manteiga de manga_Julho_468
2025-07-09,Manteiga de manga,Julho,7,Exportacao,Exterior,Farmacêutico,160.32,55.33,8.0,Manteiga de manga_Julho_469
2025-07-18,Manteiga de manga,Julho,7,Exportacao,Exterior,Perfumaria,58.05,114.72,9.0,Manteiga de manga_Julho_470
2025-07-09,Manteiga de manga,Julho,7,Exportacao,Exterior,Ingredientes,146.3,121.12,9.0,Manteiga de manga_Julho_471
2025-07-24,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,121.7,74.19,8.0,Manteiga de manga_Julho_472
2025-07-17,Manteiga de manga,Julho,7,Exportacao,Exterior,Sabonetes,212.34,148.34,8.0,Manteiga de manga_Julho_473
2025-07-27,Manteiga de manga,Julho,7,Industria,Sudeste,Perfumaria,128.47,84.33,7.0,Manteiga de manga_Julho_474
2025-07-29,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,124.87,58.0,6.0,Manteiga de manga_Julho_475
2025-07-15,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,190.35,88.95,9.0,Manteiga de manga_Julho_476
2025-07-16,Manteiga de manga,Julho,7,Industria,Norte,Perfumaria,94.16,78.74,9.0,Manteiga de manga_Julho_477
2025-07-19,Manteiga de manga,Julho,7,Distribuidor,Sul,Farmacêutico,77.9,61.05,,Manteiga de manga_Julho_478
2025-07-14,Manteiga de manga,Julho,7,Industria,Nordeste,Farmacêutico,39.03,94.94,8.0,Manteiga de manga_Julho_479
2025-07-15,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,190.19,63.17,9.0,Manteiga de manga_Julho_480
2025-07-25,Manteiga de manga,Julho,7,Industria,Sul,Perfumaria,87.74,86.28,7.0,Manteiga de manga_Julho_481
2025-07-24,Manteiga de manga,Julho,7,Industria,Nordeste,Cosméticos,142.29,104.38,9.0,Manteiga de manga_Julho_482
2025-07-24,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,23.41,108.31,6.0,Manteiga de manga_Julho_483
2025-07-13,Manteiga de manga,Julho,7,Distribuidor,Norte,Ingredientes,76.37,74.36,7.0,Manteiga de manga_Julho_484
2025-07-24,Manteiga de manga,Julho,7,Industria,Sul,Cosméticos,62.9,62.82,6.0,Manteiga de manga_Julho_485
2025-07-11,Manteiga de manga,Julho,7,Industria,Sudeste,Sabonetes,141.32,104.13,10.0,Manteiga de manga_Julho_486
2025-07-10,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,63.04,63.44,7.0,Manteiga de manga_Julho_487
2025-07-22,Manteiga de manga,Julho,7,Distribuidor,Sul,Perfumaria,23.5,55.2,7.0,Manteiga de manga_Julho_488
2025-07-31,Manteiga de manga,Julho,7,Industria,Sul,Farmacêutico,207.82,104.23,10.0,Manteiga de manga_Julho_489
2025-07-31,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Sabonetes,197.88,63.87,9.0,Manteiga de manga_Julho_490
2025-07-28,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Sabonetes,10.71,82.22,6.0,Manteiga de manga_Julho_491
2025-07-31,Manteiga de manga,Julho,7,Industria,Sudeste,Cosméticos,132.21,87.63,8.0,Manteiga de manga_Julho_492
2025-07-02,Manteiga de manga,Julho,7,Industria,Sul,Ingredientes,134.84,49.27,8.0,Manteiga de manga_Julho_493
2025-07-18,Manteiga de manga,Julho,7,Exportacao,Exterior,Sabonetes,112.73,130.25,8.0,Manteiga de manga_Julho_494
2025-07-24,Manteiga de manga,Julho,7,Industria,Centro-Oeste,Perfumaria,100.55,90.6,8.0,Manteiga de manga_Julho_495
2025-07-11,Manteiga de manga,Julho,7,Exportacao,Exterior,Sabonetes,99.79,99.03,9.0,Manteiga de manga_Julho_496
2025-07-21,Manteiga de manga,Julho,7,Distribuidor,Sudeste,Ingredientes,99.66,78.68,7.0,Manteiga de manga_Julho_497
2025-07-07,Manteiga de manga,Julho,7,Exportacao,Exterior,Farmacêutico,119.35,112.56,10.0,Manteiga de manga_Julho_498
2025-07-21,Manteiga de manga,Julho,7,Industria,Norte,Ingredientes,163.99,47.09,8.0,Manteiga de manga_Julho_499
2025-07-07,Manteiga de manga,Julho,7,Distribuidor,Nordeste,Farmacêutico,79.88,77.3,8.0,Manteiga de manga_Julho_500
2025-07-18,Manteiga de manga,Julho,7,Industria,Sul,Ingredientes,11.49,113.8,7.0,Manteiga de manga_Julho_501
2025-07-05,Manteiga de manga,Julho,7,Exportacao,Exterior,Farmacêutico,160.31,124.02,9.0,Manteiga de manga_Julho_502
2025-07-29,Manteiga de manga,Julho,7,Industria,Sudeste,Ingredientes,114.63,110.7,8.0,Manteiga de manga_Julho_503
2025-07-15,Manteiga de manga,Julho,7,Industria,Sul,Perfumaria,131.05,71.97,9.0,Manteiga de manga_Julho_504
